x,y,label
-0.5,1.6060606060606062,alpha
3.5,1.9696969696969697,beta
-0.5,2.5757575757575757,alpha
-0.5,2.4242424242424243,alpha
3.5,2.8484848484848486,beta
-0.5,0.33333333333333337,alpha
3.5,2.0,beta
-0.5,2.878787878787879,alpha
-0.5,0.5151515151515151,alpha
3.5,0.2727272727272727,beta
-0.5,2.757575757575758,alpha
-0.5,1.9696969696969697,alpha
3.5,0.8181818181818182,beta
3.5,1.4848484848484849,beta
3.5,2.1818181818181817,beta
3.5,0.6666666666666667,beta
3.5,1.0,beta
3.5,1.1515151515151516,beta
3.5,2.757575757575758,beta
-0.5,2.272727272727273,alpha
-0.5,0.42424242424242425,alpha
-0.5,2.4545454545454546,alpha
-0.5,0.030303030303030304,alpha
-0.5,1.0,alpha
-0.5,1.7878787878787878,alpha
-0.5,1.7272727272727273,alpha
3.5,0.30303030303030304,beta
-0.5,2.7272727272727275,alpha
-0.5,2.606060606060606,alpha
-0.5,0.36363636363636365,alpha
-0.5,1.1515151515151516,alpha
-0.5,2.0303030303030303,alpha
-0.5,3.0,alpha
3.5,1.303030303030303,beta
3.5,1.8484848484848486,beta
-0.5,0.8787878787878788,alpha
3.5,0.8484848484848485,beta
-0.5,1.9090909090909092,alpha
-0.5,1.2727272727272727,alpha
-0.5,0.8484848484848485,alpha
-0.5,2.121212121212121,alpha
-0.5,0.06060606060606061,alpha
3.5,0.9393939393939394,beta
3.5,0.3939393939393939,beta
3.5,1.4545454545454546,beta
3.5,1.8181818181818183,beta
-0.5,1.1212121212121213,alpha
-0.5,2.090909090909091,alpha
3.5,1.3333333333333335,beta
-0.5,0.7878787878787878,alpha
-0.5,1.4242424242424243,alpha
-0.5,0.9393939393939394,alpha
3.5,0.6363636363636364,beta
3.5,2.878787878787879,beta
3.5,1.6363636363636365,beta
-0.5,0.6363636363636364,alpha
-0.5,0.6060606060606061,alpha
3.5,2.272727272727273,beta
3.5,2.2121212121212124,beta
3.5,0.18181818181818182,beta
3.5,2.7272727272727275,beta
-0.5,0.12121212121212122,alpha
-0.5,1.878787878787879,alpha
3.0,0.6666666666666666,beta
-0.5,2.1515151515151514,alpha
-0.5,1.7575757575757576,alpha
3.5,2.303030303030303,beta
-0.5,0.9090909090909092,alpha
0.0,1.6666666666666665,alpha
-0.5,2.484848484848485,alpha
3.5,0.9090909090909092,beta
3.5,2.121212121212121,beta
3.5,0.06060606060606061,beta
3.5,1.393939393939394,beta
0.0,0.6666666666666666,alpha
3.5,1.696969696969697,beta
-0.5,2.5454545454545454,alpha
3.5,0.7878787878787878,beta
-0.5,2.303030303030303,alpha
-0.5,2.0606060606060606,alpha
3.5,2.8181818181818183,beta
3.5,2.666666666666667,beta
-0.5,1.6363636363636365,alpha
3.5,1.2121212121212122,beta
-0.5,1.2424242424242424,alpha
3.5,1.878787878787879,beta
-0.5,1.8484848484848486,alpha
3.5,2.5454545454545454,beta
-0.5,1.4545454545454546,alpha
-0.5,0.09090909090909091,alpha
-0.5,0.8181818181818182,alpha
3.5,2.6363636363636362,beta
3.5,1.9393939393939394,beta
3.5,0.0,beta
-0.5,2.515151515151515,alpha
3.5,3.0,beta
3.5,2.5757575757575757,beta
3.5,0.33333333333333337,beta
-0.5,1.0303030303030303,alpha
-0.5,0.30303030303030304,alpha
-0.5,0.3939393939393939,alpha
0.0,3.0,alpha
3.5,2.4545454545454546,beta
3.5,2.3333333333333335,beta
-0.5,0.696969696969697,alpha
-0.5,0.5757575757575758,alpha
3.0,3.0,beta
3.5,1.4242424242424243,beta
3.5,2.484848484848485,beta
-0.5,1.696969696969697,alpha
3.5,1.5151515151515151,beta
3.5,0.12121212121212122,beta
3.0,1.6666666666666665,beta
-0.5,1.3636363636363638,alpha
-0.5,0.0,alpha
3.0,0.3333333333333333,beta
-0.5,1.1818181818181819,alpha
3.5,0.42424242424242425,beta
-0.5,2.787878787878788,alpha
-0.5,0.2727272727272727,alpha
3.5,1.6060606060606062,beta
-0.5,2.9696969696969697,alpha
-0.5,1.5151515151515151,alpha
3.5,2.3636363636363638,beta
3.5,2.606060606060606,beta
-0.5,2.3333333333333335,alpha
-0.5,1.0606060606060606,alpha
3.5,0.696969696969697,beta
-0.5,0.4545454545454546,alpha
3.5,0.36363636363636365,beta
-0.5,1.6666666666666667,alpha
3.5,1.7575757575757576,beta
-0.5,2.3636363636363638,alpha
3.5,0.15151515151515152,beta
-0.5,1.5454545454545454,alpha
-0.5,2.666666666666667,alpha
3.5,0.48484848484848486,beta
3.5,2.393939393939394,beta
-0.5,0.5454545454545454,alpha
-0.5,2.909090909090909,alpha
3.5,1.7878787878787878,beta
3.5,1.1818181818181819,beta
